full_name,stars,forks,age_days,stars_per_day,primary_language,license,desc_len,score,tier,reasons
alchaincyf/3d-vibe-coding-handbook,265,38,10,26.5,HTML,,52,2,訊號完整,"license:none, generic-name:3d-vibe-coding-handbook"
duoduoler-ops/Table-skills,244,13,18,13.6,Python,MIT,55,2,訊號完整,"generic-name:Table-skills, topics:none"
CangShui/workbuddy-gateway,165,25,20,8.2,Go,,48,2,訊號完整,"license:none, topics:none"
Epic0522/REGTA-3DSPort-Complete,164,14,10,16.4,C++,,51,2,訊號完整,"license:none, topics:none"
Hannah2227/douyin-favorite-MyLike,163,11,25,6.5,C#,NOASSERTION,14,2,訊號完整,"desc:short, license:none"
malevrigns/agent-jev,287,25,2,143.5,Python,Apache-2.0,245,2,訊號完整,"generic-name:agent-jev, topics:none"
KrisTHL181/Break-This-Repo,201,171,25,8.0,Unknown,NOASSERTION,131,2,訊號完整,"license:none, topics:none"
exsinger-hub/Sivia,273,6,22,12.4,JavaScript,NOASSERTION,216,2,訊號完整,"license:none, topics:none"
suyu-emu/suyu-v0.0.4,270,276,19,14.2,C++,GPL-3.0,18,2,訊號完整,"desc:short, topics:none"
Anshul439/job-auto-apply,270,31,23,11.7,TypeScript,,63,2,訊號完整,"license:none, topics:none"
GENEXIS-AI/gpt-image-skill,169,22,28,6.0,JavaScript,,99,2,訊號完整,"license:none, generic-name:gpt-image-skill"
Mercor-Intelligence/ApexAgents-SkyRL-Recipe,206,16,22,9.4,Python,,73,2,訊號完整,"license:none, topics:none"
Shelpid/SETS,206,60,1,206.0,JavaScript,NOASSERTION,30,2,訊號完整,"license:none, topics:none"
TripoGrowthLab/awesome-astra-prompts,287,12,18,15.9,JavaScript,NOASSERTION,178,2,訊號完整,"license:none, generic-name:awesome-astra-prompts"
LevinAi-arch/rtx-5070ti-laptop-160w-power-limit,137,9,9,15.2,C++,,136,2,訊號完整,"license:none, topics:none"
RocYan98/CodexBoard,137,4,9,15.2,TypeScript,,187,2,訊號完整,"license:none, topics:none"
coleam00/ai-software-factory,324,56,22,14.7,Python,,142,2,訊號完整,"license:none, topics:none"
kerpopule/hermes-jev-skills,736,65,5,147.2,Python,MIT,135,2,訊號完整,"generic-name:hermes-jev-skills, topics:none"
v-modal/awesome-jev-tools,707,28,4,176.8,Unknown,,92,2,訊號完整,"license:none, generic-name:awesome-jev-tools"
PAICNI/CFBox,693,645,28,24.8,JavaScript,,158,2,訊號完整,"license:none, topics:none"
DaniilSokolyuk/video2dlssnr,171,11,22,7.8,C++,MIT,0,2,訊號完整,desc:empty
PacesaLab/BindCraft2,353,47,10,35.3,Python,NOASSERTION,74,2,訊號完整,"license:none, topics:none"
blazux/qwen3.8-Flash-DGX,337,41,27,12.5,Python,NOASSERTION,59,2,訊號完整,"license:none, topics:none"
deepseek-ai/DeepJIT,335,32,15,22.3,C++,,52,2,訊號完整,"license:none, topics:none"
Einsia/agent-git,345,30,22,15.7,Rust,MIT,67,2,訊號完整,"generic-name:agent-git, topics:none"
dofastted/vm2api,588,156,7,84.0,JavaScript,NOASSERTION,25,2,訊號完整,"license:none, topics:none"
TianyuCodings/JevHarness,195,11,2,97.5,Python,,108,2,訊號完整,"license:none, topics:none"
netease-youdao/Confucius4-R2T2,604,55,15,40.3,Python,NOASSERTION,83,2,訊號完整,"license:none, topics:none"
dreamers-laboratory/agent-fleet-manager,147,0,21,7.0,Python,Apache-2.0,95,2,訊號完整,"generic-name:agent-fleet-manager, topics:none"
DavidLiu-code/pytorch-3d-seismic-denoising-course,144,0,29,5.0,HTML,,108,2,訊號完整,"license:none, topics:none"
trucesmallweht/about-me,144,0,27,5.3,Unknown,,20,2,訊號完整,"license:none, topics:none"
coll3879xx-cyber/dola-render-gateway,212,129,19,11.2,Python,,65,2,訊號完整,"license:none, topics:none"
hanaganfur1/Foxigrow,217,0,14,15.5,Unknown,,39,2,訊號完整,"license:none, topics:none"
xianxie6/qingming-riverside,148,41,6,24.7,JavaScript,,48,2,訊號完整,"license:none, topics:none"
joe-bell/skills,209,1,19,11.0,Markdown,MIT,23,2,訊號完整,"generic-name:skills, topics:none"
danfromtico/autorun,208,13,8,26.0,C,NOASSERTION,46,2,訊號完整,"license:none, topics:none"
Stocist/Tailtab,207,18,20,10.3,Go,NOASSERTION,42,2,訊號完整,"license:none, topics:none"
Shopify/claude-for-commerce-examples,136,20,22,6.2,Python,Apache-2.0,165,2,訊號完整,"generic-name:claude-for-commerce-examples, topics:none"
oh-my-dsh/dsh-plugin-upgrade-skill,141,27,24,5.9,TypeScript,MIT,21,2,訊號完整,"generic-name:dsh-plugin-upgrade-skill, topics:none"
uhrichsam4/gods-eye-view,265,50,29,9.1,JavaScript,NOASSERTION,137,2,訊號完整,"license:none, topics:none"
wsgsc/NtfyChat,254,0,20,12.7,Kotlin,,27,2,訊號完整,"license:none, topics:none"
coolbbcamp/Synthetic-Liquidity-Depth-Scanner,258,0,8,32.2,Python,,112,2,訊號完整,"license:none, topics:none"
ashemag/model-x-studio,257,76,19,13.5,TypeScript,,56,2,訊號完整,"license:none, topics:none"
JoyandAI/OpenMicroDuck,144,23,21,6.9,Unknown,NOASSERTION,28,2,訊號完整,"license:none, topics:none"
v-modal/vmodal_sdk_swift_iphoneduo,599,2,11,54.5,Swift,MIT,65,2,訊號完整,low-forks:0.003
deepopen-com/deepopen,759,90,2,379.5,Python,Apache-2.0,99,2,訊號完整,"overnight-surge:380/day, topics:none"
kkkoaoa/biscuit-studio,177,20,22,8.0,Python,,41,2,訊號完整,"license:none, topics:none"
wz1119/Codex-Minecraft-Gameplay,176,16,17,10.4,Python,Apache-2.0,102,2,訊號完整,"generic-name:Codex-Minecraft-Gameplay, topics:none"
cdyforever/how-to-live-better,591,30,5,118.2,HTML,,44,2,訊號完整,"license:none, topics:none"
ERRRC/kaogongzhentizhengliu,578,99,9,64.2,Unknown,NOASSERTION,44,2,訊號完整,"license:none, topics:none"
999sian/melee-pc,374,17,9,41.6,C,NOASSERTION,129,2,訊號完整,"license:none, topics:none"
florinp93/hells-gate-recomp,373,15,23,16.2,C++,,75,2,訊號完整,"license:none, topics:none"
unclebob/uml-viewer,369,29,10,36.9,Clojure,,48,2,訊號完整,"license:none, topics:none"
Amal-David/awesome-jev,178,10,5,35.6,Python,NOASSERTION,80,2,訊號完整,"license:none, generic-name:awesome-jev"
ryana/jevify,181,3,4,45.2,Unknown,,32,2,訊號完整,"license:none, topics:none"
tsoding/tatr,386,36,24,16.1,C++,GPL-2.0,12,2,訊號完整,"desc:short, topics:none"
fhshaik/typesafe-mario,383,40,7,54.7,Python,,81,2,訊號完整,"license:none, topics:none"
FSECDEV/Threat-Intelligence-Hackers-Forums,380,23,8,47.5,Unknown,,28,2,訊號完整,"license:none, topics:none"
Continuum-AI-Corp/OrcaBonsai-27B-Uncensored,533,62,5,106.6,Python,NOASSERTION,147,2,訊號完整,"license:none, topics:none"
Iwtbs27/collab-agent,480,1,26,18.5,Python,MIT,32,2,訊號完整,"generic-name:collab-agent, topics:none"
wuyoscar/jev-skill,472,31,3,157.3,Python,MIT,68,2,訊號完整,"generic-name:jev-skill, topics:none"
browser-use/agency,402,23,20,20.1,TypeScript,,67,2,訊號完整,"license:none, topics:none"
hanyang9/UMR,420,31,16,26.2,Python,,51,2,訊號完整,"license:none, topics:none"
aliyun/ai-agent-handbook,416,73,12,34.7,Unknown,Apache-2.0,79,2,訊號完整,"generic-name:ai-agent-handbook, topics:none"
LSPosed/ZygiskNext,365,5,4,91.2,C,,35,2,訊號完整,"license:none, topics:none"
kunchenguid/kun,359,35,17,21.1,Unknown,,136,2,訊號完整,"license:none, topics:none"
anishfn/shapeshift,495,46,1,495.0,TypeScript,MIT,132,2,訊號完整,"overnight-surge:495/day, topics:none"
blendi-remade/interdimensional-game,250,36,23,10.9,TypeScript,,46,2,訊號完整,"license:none, topics:none"
sxwangsxwang1/chatpassport,253,3,28,9.0,TypeScript,,137,2,訊號完整,"license:none, topics:none"
mangfufu/director-desk,253,64,17,14.9,JavaScript,MIT,17,2,訊號完整,"desc:short, topics:none"
sitimas9/cdcrafthh,247,1,16,15.4,Python,,63,2,訊號完整,"license:none, topics:none"
Adkid-Zephyr/oral-paper-skill,246,9,21,11.7,Python,,175,2,訊號完整,"license:none, generic-name:oral-paper-skill"
zhengkid/Dream-RSI,1148,101,10,114.8,Unknown,,84,2,訊號完整,"license:none, topics:none"
larashero3-dotcom/lieflat-gongwen,1139,174,21,54.2,Python,NOASSERTION,44,2,訊號完整,"license:none, topics:none"
tsymbaluyk/maskgate,250,0,14,17.9,Unknown,,206,2,訊號完整,"license:none, topics:none"
maverickgao8848/kouyu,146,15,17,8.6,CSS,,92,2,訊號完整,"license:none, topics:none"
youart-open-source/awesome-gpt-image-2-5-prompts,146,5,13,11.2,JavaScript,NOASSERTION,150,2,訊號完整,"license:none, generic-name:awesome-gpt-image-2-5-prompts"
shinthink/blitzstrike,533,4,11,48.5,TypeScript,MIT,263,2,訊號完整,low-forks:0.008
DartNative/dartnative,180,5,18,10.0,Dart,NOASSERTION,37,2,訊號完整,"license:none, topics:none"
standardagents/jevpilot,182,31,6,30.3,JavaScript,,64,2,訊號完整,"license:none, topics:none"
lfzk550/fanzha-ai-proxy,552,364,16,34.5,Unknown,,39,2,訊號完整,"license:none, topics:none"
carnot-tech/consulting-pptx-skill,551,50,21,26.2,HTML,MIT,92,2,訊號完整,"generic-name:consulting-pptx-skill, topics:none"
atria-asi/Atria-Dawn-Preview,550,29,11,50.0,Unknown,MIT,0,2,訊號完整,desc:empty
nilbuild/video-demo,159,13,6,26.5,TypeScript,MIT,71,2,訊號完整,"generic-name:video-demo, topics:none"
TheJustinSunPrize/awards,158,184,13,12.2,Python,NOASSERTION,114,2,訊號完整,"license:none, topics:none"
ejboy/awesome-modern-spring-boot,158,2,17,9.3,Unknown,NOASSERTION,112,2,訊號完整,"license:none, generic-name:awesome-modern-spring-boot"
monteduro/killmyidea,160,21,6,26.7,TypeScript,,68,2,訊號完整,"license:none, topics:none"
extremebleem/steam2_downloader,222,32,25,8.9,C#,,27,2,訊號完整,"license:none, topics:none"
dimentary/llm-robotics-playground,153,8,6,25.5,Python,MIT,104,2,訊號完整,"generic-name:llm-robotics-playground, topics:none"
ysh1112/codex-model-watch,153,23,3,51.0,HTML,MIT,117,2,訊號完整,"generic-name:codex-model-watch, topics:none"
brayonpi/hexstellar,1270,98,27,47.0,Python,NOASSERTION,346,2,訊號完整,"license:none, topics:none"
LAMDA-NeSy/Research-Starter-Kit,1405,67,25,56.2,Unknown,,20,2,訊號完整,"license:none, generic-name:Research-Starter-Kit"
QwenLM/Qwen-Image-2.1,1398,72,9,155.3,Python,NOASSERTION,55,2,訊號完整,"license:none, topics:none"
newliver666/apk-reverse,1395,369,4,348.8,Python,MIT,53,2,訊號完整,"overnight-surge:349/day, topics:none"
anthropics/commerce-agents,3036,588,22,138.0,Python,Apache-2.0,141,2,訊號完整,"generic-name:commerce-agents, topics:none"
Player-YN/BrowserKitten,2858,10,26,109.9,JavaScript,MIT,158,2,訊號完整,low-forks:0.003
byJoey/warp-masque-actions,969,3243,19,51.0,JavaScript,,72,2,訊號完整,"license:none, topics:none"
kuuhaku1314/kairisei-ma-ch,149,25,21,7.1,Go,NOASSERTION,45,2,訊號完整,"license:none, topics:none"
tue09/awesome-reasoning-generalization,149,4,13,11.5,Python,,56,2,訊號完整,"license:none, generic-name:awesome-reasoning-generalization"
KevinLiss/ApeAdmin,1007,24,29,34.7,Python,,141,2,訊號完整,"license:none, topics:none"
jlrouzies-fr/DLSS5-Feeder,999,58,25,40.0,C++,NOASSERTION,192,2,訊號完整,"license:none, topics:none"
jinchenma94/social-media-data-tools,222,28,27,8.2,Unknown,,49,2,訊號完整,"license:none, topics:none"
sdli1995/dlssg_for_sm86,3873,215,16,242.1,Unknown,,36,2,訊號完整,"license:none, topics:none"
wide-trace/open-higgsfield,3678,827,28,131.4,TypeScript,,123,2,訊號完整,"license:none, topics:none"
coolbbcamp/StonkFun-Multi-Wallet-Volume-Bot,235,0,8,29.4,TypeScript,,281,2,訊號完整,"license:none, topics:none"
cocoyes/zhizhi-agent-runtime,240,12,23,10.4,Go,MIT,265,2,訊號完整,"generic-name:zhizhi-agent-runtime, topics:none"
sabbircode-dev/learning-python,239,219,6,39.8,Python,,68,2,訊號完整,"license:none, topics:none"
fanhao375/microduck-replica,994,180,26,38.2,HTML,NOASSERTION,127,2,訊號完整,"license:none, topics:none"
jadense-ai/jadense-in-zotero,159,4,15,10.6,TypeScript,NOASSERTION,52,2,訊號完整,"license:none, topics:none"
Albert-Weasker/niubigeo,4840,305,20,242.0,TypeScript,Apache-2.0,196,1,訊號完整,topics:none
miyang-ai/Mi-Ripple,154,6,13,11.8,Python,MIT,96,1,訊號完整,topics:none
markus6222/Nexus-Proxy,158,62,7,22.6,C++,,29,1,訊號完整,license:none
fossaryhq/catalog,157,16,15,10.5,Shell,NOASSERTION,79,1,訊號完整,license:none
seedleap/zing-world-model,157,18,29,5.4,Python,NOASSERTION,77,1,訊號完整,license:none
TravellingEngineer/barney,157,1,18,8.7,Rust,MPL-2.0,30,1,訊號完整,topics:none
ALLENLION35/geo-first-principles,156,2,17,9.2,HTML,MIT,113,1,訊號完整,topics:none
RCL-Robotics/SURE-map,158,4,16,9.9,Python,Apache-2.0,63,1,訊號完整,topics:none
aardappel/goose,158,4,24,6.6,C++,Apache-2.0,30,1,訊號完整,topics:none
tigerless-labs/agent-memory,966,65,22,43.9,Python,MIT,198,1,訊號完整,generic-name:agent-memory
perseval-BLR/NeuralScreen,955,54,17,56.2,Python,NOASSERTION,155,1,訊號完整,license:none
AI-FanGe/Microduck-build-tutorial,1084,271,19,57.1,Python,MIT,77,1,訊號完整,topics:none
dashdogy/RTX40MFG-Unlock,1051,37,25,42.0,C++,MIT,99,1,訊號完整,topics:none
Merserk/dlss5-visual-enhancer,1034,85,24,43.1,Python,NOASSERTION,116,1,訊號完整,license:none
MiaAI-Lab/DeepSeek-v4.1-Flash-EXL3-2x-DGX-Sparks,235,33,10,23.5,Python,AGPL-3.0,50,1,訊號完整,topics:none
DannyMac180/astra-advisor,235,17,19,12.4,Python,MIT,69,1,訊號完整,topics:none
LerSent001/holo-card,239,31,16,14.9,JavaScript,MIT,101,1,訊號完整,topics:none
flybook-git/flybook,235,43,12,19.6,Unknown,MIT,113,1,訊號完整,topics:none
achimala/dream-loop,1541,166,16,96.3,JavaScript,MIT,81,1,訊號完整,topics:none
hydra-db/open-glean,1511,512,6,251.8,TypeScript,Apache-2.0,98,1,訊號完整,topics:none
openai/NavierStokesAndEuler,1993,205,15,132.9,Lean,Apache-2.0,62,1,訊號完整,topics:none
CopilotKit/openmuse,1945,217,8,243.1,TypeScript,MIT,108,1,訊號完整,topics:none
Tencent/WeMM-Embedding,1665,117,29,57.4,Python,NOASSERTION,156,1,訊號完整,license:none
gazijarin/itsgiving,981,124,15,65.4,Python,MIT,53,1,訊號完整,topics:none
agentverse-os/AgentVerse-OS,978,26,11,88.9,Rust,Apache-2.0,349,1,訊號完整,topics:none
kitze/skillbox,235,21,6,39.2,TypeScript,MIT,107,1,訊號完整,topics:none
denialwm/droidloom,234,9,17,13.8,Rust,NOASSERTION,189,1,訊號完整,license:none
alchaincyf/huashu-chrome,234,36,28,8.4,JavaScript,MIT,97,1,訊號完整,topics:none
op7418/guizang-product-video-skill,233,19,5,46.6,Python,AGPL-3.0,95,1,訊號完整,generic-name:guizang-product-video-skill
Blueforcer/ComfyUI-DLSS5-Enhancer,233,16,21,11.1,Python,NOASSERTION,159,1,訊號完整,license:none
big0lives/codex-task-pointer,236,16,24,9.8,PowerShell,MIT,189,1,訊號完整,generic-name:codex-task-pointer
kvuong2711/fix-anything,236,7,29,8.1,Python,Apache-2.0,87,1,訊號完整,topics:none
wzj52501/awesome-competitive-olympiad-algorithms,236,28,15,15.7,C++,MIT,86,1,訊號完整,generic-name:awesome-competitive-olympiad-algorithms
KillaBoi/BrokenPipe,219,54,9,24.3,PowerShell,Apache-2.0,61,1,訊號完整,topics:none
R44VC0RP/superlocal,221,11,20,11.1,TypeScript,,79,1,訊號完整,license:none
typesafe-ai/typesafe-sdk-python,220,31,19,11.6,Python,MIT,48,1,訊號完整,topics:none
max99x/wutw-public,220,22,11,20.0,GDScript,CC0-1.0,90,1,訊號完整,topics:none
dmtrKovalenko/bashka,220,6,8,27.5,Rust,MIT,154,1,訊號完整,topics:none
pjpv/zcode-switch,233,31,25,9.3,Rust,MIT,75,1,訊號完整,topics:none
typesafe-ai/typesafe-sdk-js,232,27,19,12.2,TypeScript,MIT,63,1,訊號完整,topics:none
TanShilongMario/clipshot,231,32,21,11.0,Unknown,MIT,29,1,訊號完整,topics:none
tjsky/pinyin-annotator,190,38,6,31.7,HTML,MIT,35,1,訊號完整,topics:none
saurabhkumar8112/cyclomatic-complexity-skill,392,10,28,14.0,Unknown,Apache-2.0,59,1,訊號完整,generic-name:cyclomatic-complexity-skill
razorback16/openjev,389,31,5,77.8,Python,Apache-2.0,65,1,訊號完整,topics:none
deepseek-ai/DeepSelect,387,29,14,27.6,Cuda,MIT,73,1,訊號完整,topics:none
MorpheApp/PotHelper,398,2,27,14.7,Java,Apache-2.0,39,1,訊號完整,topics:none
nftechie/doomfly,396,64,17,23.3,Python,MIT,142,1,訊號完整,topics:none
modelscope/ms-cookbook,394,69,12,32.8,HTML,Apache-2.0,92,1,訊號完整,generic-name:ms-cookbook
mizorewww/course2md,394,18,23,17.1,Rust,MIT,114,1,訊號完整,topics:none
circle-group/hktex,187,4,14,13.4,Python,MIT,62,1,訊號完整,topics:none
HernanJiang/CraftStation,185,0,28,6.6,TypeScript,Apache-2.0,45,1,訊號完整,topics:none
rhevorn/shape,190,1,20,9.5,Go,MIT,139,1,訊號完整,topics:none
fruitflydev/flycoinrh,188,64,13,14.5,Python,MIT,81,1,訊號完整,topics:none
BillionsBobby/JevRouter,191,16,5,38.2,TypeScript,MIT,65,1,訊號完整,topics:none
vianziro/Whatsapp-Dekstop,191,17,16,11.9,Go,MIT,298,1,訊號完整,topics:none
mini-harness/mini-harness,191,20,18,10.6,Python,,128,1,訊號完整,license:none
mirza-rizvi/ResolveHQ,191,13,21,9.1,TypeScript,NOASSERTION,116,1,訊號完整,license:none
tsunehimatoi/psd2live,450,40,20,22.5,Kotlin,GPL-3.0,137,1,訊號完整,topics:none
yizhi-chengzi/video-ai-talking,449,64,23,19.5,TypeScript,MIT,62,1,訊號完整,topics:none
LunarXuan/image-prompt-reverse,446,34,22,20.3,Unknown,GPL-3.0,65,1,訊號完整,generic-name:image-prompt-reverse
ithtelab/workbuddy-manager,460,111,12,38.3,Python,NOASSERTION,91,1,訊號完整,license:none
MirroS-Lab/Code-as-World,459,8,27,17.0,Python,Apache-2.0,91,1,訊號完整,topics:none
ycl-2004/Wisp,184,0,21,8.8,Swift,MIT,92,1,訊號完整,topics:none
g8row/PhotosBackup,184,21,15,12.3,Swift,MIT,20,1,訊號完整,topics:none
OnlistTeam/ai-manager,183,5,2,91.5,Rust,AGPL-3.0,50,1,訊號完整,topics:none
alchaincyf/huashu-report,422,59,23,18.3,Python,MIT,150,1,訊號完整,topics:none
jerryjliu/docjev,421,27,4,105.2,Python,Apache-2.0,50,1,訊號完整,topics:none
Foadsf/vintage-latex,421,23,14,30.1,PowerShell,NOASSERTION,154,1,訊號完整,license:none
superagents-lab/jev-search,446,53,6,74.3,TypeScript,MIT,119,1,訊號完整,topics:none
apple/xcode-project-format,446,13,8,55.8,Swift,Apache-2.0,96,1,訊號完整,topics:none
FeiZhuLulu/real-api-pricing,439,20,18,24.4,HTML,MIT,152,1,訊號完整,topics:none
yetone/magpie,458,21,1,458.0,Go,MIT,90,1,訊號完整,overnight-surge:458/day
wy-coliney/jev-browser-use,453,31,5,90.6,JavaScript,MIT,94,1,訊號完整,topics:none
featherless-ai/simple-jev,508,58,5,101.6,Python,Apache-2.0,50,1,訊號完整,topics:none
0x6rss/instagram-private-graph,412,51,20,20.6,Python,,102,1,訊號完整,license:none
Derpyu520/qq-bridge,411,16,29,14.2,JavaScript,,128,1,訊號完整,license:none
34306/vphone-web,369,42,18,20.5,HTML,GPL-3.0,73,1,訊號完整,topics:none
liangshanbo789/aidaicai,369,9,14,26.4,TypeScript,,110,1,訊號完整,license:none
maanHimself/OpenDLSS-NR,362,38,3,120.7,JavaScript,MIT,102,1,訊號完整,topics:none
freefrank/LostOdysseyRecomp,359,14,18,19.9,C++,GPL-3.0,96,1,訊號完整,topics:none
minorun365/minorun-marp-skill,378,13,3,126.0,Python,Apache-2.0,51,1,訊號完整,generic-name:minorun-marp-skill
Sophomoresty/turnstile-bypass,477,170,16,29.8,Python,MIT,66,1,訊號完整,topics:none
jev-chat/jev-chat-windows,508,110,2,254.0,Python,NOASSERTION,74,1,訊號完整,license:none
Maelic/RelateAnything,507,79,18,28.2,Python,Apache-2.0,77,1,訊號完整,topics:none
bangtutorial/bang-motion,506,72,18,28.1,HTML,MIT,224,1,訊號完整,topics:none
AbdelStark/awesome-typesafe-jev,505,113,6,84.2,HTML,MIT,137,1,訊號完整,generic-name:awesome-typesafe-jev
skopevoj/spoti.pw,501,2435,16,31.3,Objective-C,NOASSERTION,53,1,訊號完整,license:none
DavidCarliez/trustmebro,499,45,28,17.8,Go,MIT,66,1,訊號完整,topics:none
MiaAI-Lab/Qwen3.8-27B-16gb-NVIDIA-GPUs-one-click-install,518,49,18,28.8,Python,MIT,73,1,訊號完整,topics:none
QwenLM/Qwen-Drive-1.0,474,45,29,16.3,Python,Apache-2.0,81,1,訊號完整,topics:none
nickhuang1121/lollipop-css,473,64,27,17.5,JavaScript,MIT,124,1,訊號完整,topics:none
aimen08/noty,471,65,25,18.8,Swift,MIT,121,1,訊號完整,topics:none
blixvip/NullMotion,467,36,5,93.4,HTML,,140,1,訊號完整,license:none
MiaAI-Lab/Qwen3.8-Flash-Next-Single-DGX-Spark,494,70,19,26.0,Python,AGPL-3.0,42,1,訊號完整,topics:none
breezeblue-ai/breeze-tts,490,78,29,16.9,Python,Apache-2.0,43,1,訊號完整,topics:none
aimeoa/hanshuang-codex,485,83,17,28.5,Python,MIT,35,1,訊號完整,generic-name:hanshuang-codex
logicrw/awesome-jev-projects,477,41,5,95.4,JavaScript,MIT,115,1,訊號完整,generic-name:awesome-jev-projects
Soulmate-Halo/heterogeneous-gpu-pd-lab,410,61,22,18.6,Python,,57,1,訊號完整,license:none
Rizzo-AI-Academy/rizzo-flow,402,24,2,201.0,Python,Apache-2.0,91,1,訊號完整,topics:none
qwdwqfwq/topconf-paper-figure-gallery,401,29,6,66.8,Python,NOASSERTION,173,1,訊號完整,license:none
AetherLabsAI/RSIAgent,415,48,10,41.5,Python,Apache-2.0,156,1,訊號完整,topics:none
arvindear/wp2shell-PoC,564,53,5,112.8,Python,,58,1,訊號完整,license:none
ViceVerse-cz/Serein,561,20,14,40.1,Rust,Apache-2.0,62,1,訊號完整,topics:none
Sadpainy/Stuxnet,558,103,17,32.8,C,AGPL-3.0,117,1,訊號完整,topics:none
jnz/INSLIB,558,85,15,37.2,C,AGPL-3.0,39,1,訊號完整,topics:none
sdcb/SimdPaddleOCR,336,47,18,18.7,C#,Apache-2.0,121,1,訊號完整,topics:none
opencoredev/bg0,336,33,9,37.3,TypeScript,Apache-2.0,64,1,訊號完整,topics:none
AnotiaWang/awesome-jev,343,76,6,57.2,Unknown,CC0-1.0,91,1,訊號完整,generic-name:awesome-jev
kuhnhomeuk-cell/procedural-film,343,37,6,57.2,JavaScript,MIT,140,1,訊號完整,topics:none
intrinsic-ai/intrinsic-core,340,39,15,22.7,C++,Apache-2.0,129,1,訊號完整,topics:none
joeseesun/qiaomu-download,340,58,4,85.0,Python,MIT,240,1,訊號完整,topics:none
aaronyi97/image-story-video-wizard,350,57,21,16.7,Python,MIT,92,1,訊號完整,topics:none
jeremyipark/vision-demos,350,47,15,23.3,Python,Apache-2.0,37,1,訊號完整,topics:none
hellogumbo/awesome-jev,180,61,6,30.0,JavaScript,CC0-1.0,79,1,訊號完整,generic-name:awesome-jev
rianfalltwilight-lab/scex-extrabotany,182,0,18,10.1,Java,MIT,76,1,訊號完整,topics:none
Haleclipse/CometixCode,531,31,3,177.0,Rust,AGPL-3.0,92,1,訊號完整,topics:none
Yean-Sec/StrikeAgent_AtkBrain-Flash,531,97,21,25.3,Python,AGPL-3.0,74,1,訊號完整,topics:none
ItsssssJack/SlopMonster,524,57,25,21.0,Python,MIT,109,1,訊號完整,topics:none
thruwire/foreman,540,40,6,90.0,Python,MIT,54,1,訊號完整,topics:none
OpenVDN/vdn-minimax-h3,538,30,21,25.6,Python,Apache-2.0,88,1,訊號完整,topics:none
xinxuxin/keystone-bench,338,3,16,21.1,Python,NOASSERTION,163,1,訊號完整,license:none
zihenghe04/AIBro,339,41,11,30.8,JavaScript,AGPL-3.0,90,1,訊號完整,topics:none
sevenevesai/riso-windowseat,179,20,1,179.0,HTML,NOASSERTION,140,1,訊號完整,license:none
mubix/cyber-resume-reviewer-skill,179,16,16,11.2,Python,MIT,65,1,訊號完整,generic-name:cyber-resume-reviewer-skill
xdmlxdml/beamer2pptx,178,8,26,6.8,Python,MIT,94,1,訊號完整,topics:none
jasonku09/grill-with-ui,178,31,7,25.4,HTML,MIT,101,1,訊號完整,topics:none
alicasuu/llmwiki-operational,181,20,7,25.9,Python,MIT,104,1,訊號完整,topics:none
way2pramil/awesome-kicad-projects,181,9,12,15.1,Python,CC-BY-4.0,46,1,訊號完整,generic-name:awesome-kicad-projects
yifanzhang-pro/KLPO,180,16,4,45.0,Python,Apache-2.0,102,1,訊號完整,topics:none
zwc456baby/my-tv-webview,371,36,28,13.2,Kotlin,MIT,26,1,訊號完整,topics:none
punkpeye/awesome-remote-mcp-servers,380,551,15,25.3,Unknown,MIT,35,1,訊號完整,generic-name:awesome-remote-mcp-servers
MiaAI-Lab/Qwen3.8-Flash-Next-Dual-DGX-Sparks,379,45,28,13.5,HTML,AGPL-3.0,44,1,訊號完整,topics:none
jaskirat1616/mactap-app,379,15,15,25.3,Swift,MIT,44,1,訊號完整,topics:none
gargpratyush/jev-router,378,43,7,54.0,JavaScript,MIT,73,1,訊號完整,topics:none
agamrossen/VolAnti,385,60,18,21.4,C,NOASSERTION,150,1,訊號完整,license:none
cobanov/awesome-jev,382,89,5,76.4,Unknown,CC0-1.0,109,1,訊號完整,generic-name:awesome-jev
receptron/laya,381,32,4,95.2,TypeScript,MIT,108,1,訊號完整,topics:none
khromov/gpuix-svelte,200,0,24,8.3,TypeScript,MIT,87,1,訊號完整,topics:none
DAT4RIAN/OpenVigil,200,32,19,10.5,Python,Apache-2.0,52,1,訊號完整,topics:none
ekzhang/openjev-sglang,311,37,6,51.8,Python,,63,1,訊號完整,license:none
AMAP-ML/DreamX-Creator,309,13,22,14.0,Python,Apache-2.0,60,1,訊號完整,topics:none
Likely7/Veyra-NRVideo,321,17,14,22.9,C++,GPL-3.0,301,1,訊號完整,topics:none
jkudish/jev-mcp,321,34,6,53.5,JavaScript,MIT,69,1,訊號完整,topics:none
blixvip/MotionClone,321,28,13,24.7,Python,,169,1,訊號完整,license:none
linranff/GTA_SZ,324,35,17,19.1,TypeScript,MIT,31,1,訊號完整,topics:none
LBEILC/RhineLabUI,606,88,16,37.9,TypeScript,MIT,62,1,訊號完整,topics:none
freestylefly/WeChatBridge,638,257,2,319.0,Swift,MIT,44,1,訊號完整,overnight-surge:319/day
ShyVortex/dlss-unlocked,628,29,19,33.1,Rich Text Format,MIT,170,1,訊號完整,topics:none
MiaAI-Lab/GLM-5.3-Flash-EXL3-2x-DGX-Sparks,618,114,27,22.9,Python,AGPL-3.0,38,1,訊號完整,topics:none
