full_name,stars,forks,age_days,stars_per_day,primary_language,license,desc_len,score,tier,reasons
chigwell/Penelopa.ai,137,4,20,6.8,JavaScript,AGPL-3.0,208,0,訊號完整,
evnsnclr/neurocraft-fly-public,168,13,17,9.9,Unknown,MIT,135,0,訊號完整,
githubuser420x/FGOAC-scooby,167,17,9,18.6,C#,MIT,60,0,訊號完整,
linguo2625469/workbuddy2api-panel,869,223,11,79.0,Go,MIT,120,0,訊號完整,
kruzovic7/ai-data-extractor,844,137,12,70.3,Python,MIT,139,0,訊號完整,
shilapi/xcertplay,833,134,11,75.7,Kotlin,GPL-3.0,65,0,訊號完整,
zhihui-hu/one-ip,826,927,14,59.0,TypeScript,AGPL-3.0,115,0,訊號完整,
crmne/zapfast,799,77,25,32.0,Rust,MIT,56,0,訊號完整,
Pal-AI-Lab/Cortico,140,8,10,14.0,TypeScript,MIT,63,0,訊號完整,
wanghui2323/learnbuddy,139,1,17,8.2,Python,MIT,78,0,訊號完整,
https-allchats-pro/sdk,138,5,22,6.3,Python,MIT,76,0,訊號完整,
romancitodev/cargo-pretty,287,1,16,17.9,Rust,MIT,55,0,訊號完整,
sutro-sh/jev-align,285,23,4,71.2,Python,Apache-2.0,69,0,訊號完整,
xiaomoBoy/pi-bluebook,285,19,15,19.0,Markdown,MIT,99,0,訊號完整,
Lincb522/GitGatto,281,1,27,10.4,Swift,MIT,38,0,訊號完整,
superwesleyhys-ux/factcircuit,279,21,17,16.4,Python,MIT,152,0,訊號完整,
Vincent-Xi08/IntentRoute-AI,279,3,28,10.0,C#,MIT,116,0,訊號完整,
Marcos66236/github-stars-history,277,30,7,39.6,Python,MIT,115,0,訊號完整,
xiaYuTian11/maskit,276,43,14,19.7,Python,AGPL-3.0,105,0,訊號完整,
FankChen/tracecrate,211,4,13,16.2,TypeScript,MIT,155,0,訊號完整,
coldteadotai/abide,211,15,5,42.2,TypeScript,MIT,54,0,訊號完整,
VII-Cae/hyalite--liquid-glass,210,10,16,13.1,JavaScript,MIT,113,0,訊號完整,
SeasonCake/bidking-inference,204,5,25,8.2,Python,MIT,88,0,訊號完整,
arikchakma/gpu-time,203,4,12,16.9,Python,MIT,44,0,訊號完整,
bjarneo/omarchy-workspace-layout,201,6,19,10.6,JavaScript,MIT,199,0,訊號完整,
edison-land/paragravity,201,17,1,201.0,Python,MIT,84,0,訊號完整,
tudoumashu/ai-memory-skillpack,201,0,15,13.4,Python,MIT,60,0,訊號完整,
ardeyouxipianyi/workbuddy2api-hub,263,56,11,23.9,Python,MIT,115,0,訊號完整,
BuzzPlay/infinite-world,262,20,19,13.8,TypeScript,Apache-2.0,72,0,訊號完整,
Continuum-AI-Corp/OrcaReplay,261,65,25,10.4,TypeScript,Apache-2.0,134,0,訊號完整,
555cute/r20-quantum-trader,258,84,24,10.8,Python,MIT,126,0,訊號完整,
acryldev/acryl,256,34,29,8.8,TypeScript,MIT,115,0,訊號完整,
noskillish/bankmcp,256,41,16,16.0,TypeScript,MIT,182,0,訊號完整,
kloxeld/xscrape,255,34,3,85.0,Python,MIT,194,0,訊號完整,
Miaotofu01/Study-Mate,255,16,6,42.5,Python,MIT,32,0,訊號完整,
fitchmultz/pi-posthorse,248,7,23,10.8,TypeScript,MIT,182,0,訊號完整,
fidetolabs/qanat,248,48,18,13.8,Python,MIT,53,0,訊號完整,
AgriciDaniel/keywordpro,246,72,26,9.5,TypeScript,Apache-2.0,105,0,訊號完整,
ashutoshsinghpr7/wikiskill,245,26,25,9.8,Python,MIT,219,0,訊號完整,
clarkarch/tfm-tui,244,5,29,8.4,TypeScript,MIT,40,0,訊號完整,
joeseesun/qiaomu-book-reader-legacy,244,21,22,11.1,CSS,GPL-3.0,148,0,訊號完整,
keshav-exe/mdxcn,267,3,27,9.9,TypeScript,MIT,134,0,訊號完整,
muellerberndt/cadence,266,30,16,16.6,Python,MIT,119,0,訊號完整,
Colinjqq/content-forecast,197,10,15,13.1,Python,MIT,101,0,訊號完整,
repoboost-hq/github-launch-checklist,195,11,6,32.5,Python,MIT,201,0,訊號完整,
haplollc/ThinkingOrbs,194,16,4,48.5,Swift,MIT,120,0,訊號完整,
dragthelake/ambient-context,194,10,29,6.7,Rust,MIT,65,0,訊號完整,
ant-research/AntOmniEvo,192,2,8,24.0,Python,Apache-2.0,92,0,訊號完整,
monid-ai/monid,358,67,28,12.8,TypeScript,MIT,87,0,訊號完整,
Merit-Systems/OpenInstinct,358,58,29,12.3,TypeScript,MIT,44,0,訊號完整,
useagenthq/useagent,349,62,25,14.0,TypeScript,AGPL-3.0,232,0,訊號完整,
JordyZomer/lemmalog,318,30,27,11.8,Rust,MIT,173,0,訊號完整,
MaxGramser/homeassistant_espscreen,317,23,11,28.8,Python,MIT,179,0,訊號完整,
undefined-ui/second-brain-os,316,57,16,19.8,HTML,MIT,159,0,訊號完整,
SpatiaOS/Procedura,316,23,27,11.7,TypeScript,MIT,153,0,訊號完整,
TRazDev/Mugshot,307,1,27,11.4,Kotlin,Apache-2.0,108,0,訊號完整,
saragordic/rooms,199,5,1,199.0,Swift,MIT,103,0,訊號完整,
XiantingWu/PQCensus,199,0,18,11.1,Python,Apache-2.0,192,0,訊號完整,
Aureliengmz/clearwater,198,31,1,198.0,HTML,MIT,94,0,訊號完整,
itsmostafa/typesafe-mcp,292,31,6,48.7,Go,MIT,146,0,訊號完整,
rust-alert/ra2.exe,290,15,17,17.1,Rust,Apache-2.0,71,0,訊號完整,
adonis-singh/re4,288,28,8,36.0,C++,CC0-1.0,95,0,訊號完整,
ZeroDayEvil/ai-security-tool,325,7,13,25.0,HTML,MIT,247,0,訊號完整,
zordhalo/runs-on.dev,324,82,23,14.1,JavaScript,AGPL-3.0,66,0,訊號完整,
Qiuner/QCode,322,6,9,35.8,TypeScript,MIT,114,0,訊號完整,
biusberline/cloudflare-turnstile-solver,322,27,17,18.9,Python,MIT,142,0,訊號完整,
vicoa-ai/vicoa,320,31,26,12.3,Python,AGPL-3.0,127,0,訊號完整,
lotchuazzz-crypto/papergraph-mcp,269,2,21,12.8,Python,MIT,193,0,訊號完整,
Oldcircle/geo-sleuth,306,33,5,61.2,Python,MIT,231,0,訊號完整,
Alex314618-create/JevRev,304,13,2,152.0,TypeScript,MIT,71,0,訊號完整,
RaycarlLei/tool-journal,302,18,16,18.9,TypeScript,MIT,135,0,訊號完整,
reiluisii/1-Click-DLSS5,297,15,25,11.9,HLSL,MIT,229,0,訊號完整,
NIGos/dlss5-bridge,296,29,26,11.4,C++,MIT,151,0,訊號完整,
Appllama/liquid-glass-screens,295,29,18,16.4,TypeScript,GPL-3.0,93,0,訊號完整,
ejfkdev/ddc,293,52,5,58.6,Rust,MIT,73,0,訊號完整,
buaacyw/code-world-model,463,19,28,16.5,Python,Apache-2.0,31,0,訊號完整,
dmoshehun-prog/learn-from-materials,462,40,15,30.8,Python,MIT,88,0,訊號完整,
Clearailhc/clearai-dsh,460,19,11,41.8,JavaScript,Apache-2.0,82,0,訊號完整,
OnlyTerp/opengrok,460,54,27,17.0,JavaScript,MIT,155,0,訊號完整,
showlab/Show-Harness,455,29,16,28.4,Python,Apache-2.0,32,0,訊號完整,
nokia-applied-research/AnyJev,449,70,2,224.5,Python,Apache-2.0,115,0,訊號完整,
qunqin24/Pulse,443,49,24,18.5,Swift,Apache-2.0,110,0,訊號完整,
Nehanth/swarmllm,438,62,22,19.9,JavaScript,MIT,212,0,訊號完整,
amitshekhariitbhu/ai-engineering-course,192,38,1,192.0,Markdown,Apache-2.0,259,0,訊號完整,
wombatoperator/omarchy-voice,192,44,23,8.3,Python,MIT,110,0,訊號完整,
zeroa234/ryza-ai-revive,190,67,21,9.0,JavaScript,MIT,61,0,訊號完整,
amitshekhariitbhu/ai-engineer-roadmap,189,18,3,63.0,Markdown,Apache-2.0,114,0,訊號完整,
makezur/agenticSTAR,189,7,13,14.5,Python,MIT,74,0,訊號完整,
jiabaobei/memory-bridge,187,2,25,7.5,Python,MIT,114,0,訊號完整,
judegomila/OnCo,187,31,18,10.4,TypeScript,MIT,262,0,訊號完整,
burakgon/stop-stutter,463,3,19,24.4,Swift,MIT,148,0,訊號完整,
robbyant-research/Zero-WAM,402,8,28,14.4,Python,Apache-2.0,85,0,訊號完整,
pgp00/beadrelief,395,0,25,15.8,TypeScript,MIT,86,0,訊號完整,
S1N6H/pentest-harness,395,62,28,14.1,TypeScript,MIT,180,0,訊號完整,
carloslfu/slotstream,392,25,26,15.1,Swift,MIT,223,0,訊號完整,
ruc-datalab/EvoOntology,391,30,8,48.9,Python,MIT,103,0,訊號完整,
MelisaPeteRs2006/Silent-Crypto-Miner,391,50,5,78.2,Python,MIT,345,0,訊號完整,
eliasstravik/herdr-projects,389,16,5,77.8,Rust,MIT,117,0,訊號完整,
groundboxerrespect/Dlls5-auto,387,2,11,35.2,Python,MIT,274,0,訊號完整,
jev-chat/jev-chat-jarvis-mac,347,109,2,173.5,Python,MIT,58,0,訊號完整,
hi-nikola/hand-drawn-explainer-video-nikola,344,40,21,16.4,Python,Apache-2.0,46,0,訊號完整,
KKKKhazix/sun-style-writing,386,65,27,14.3,Unknown,MIT,24,0,訊號完整,
caxete/crypto-tax-calculator,377,121,3,125.7,Python,AGPL-3.0,100,0,訊號完整,
nateherkai/snagtime,365,119,27,13.5,TypeScript,MIT,122,0,訊號完整,
btsouth/omakade,413,23,22,18.8,C++,GPL-3.0,56,0,訊號完整,
LYiHub/Card-master-browser-extension-public,411,44,28,14.7,TypeScript,GPL-3.0,50,0,訊號完整,
markfulton/ai-employees,409,128,21,19.5,JavaScript,MIT,186,0,訊號完整,
repoboost-hq/buy-github-stars,178,14,6,29.7,Unknown,MIT,188,0,訊號完整,
pliablepixels/gap-trap,178,9,10,17.8,JavaScript,MIT,145,0,訊號完整,
canivel/dynolab,178,177,19,9.4,Swift,MIT,195,0,訊號完整,
filliptm/ComfyUI-FL-YuE2,177,21,12,14.8,Python,Apache-2.0,60,0,訊號完整,
cclank/clay-safari,177,44,16,11.1,JavaScript,MIT,83,0,訊號完整,
arcanite24/pinyon-shift,176,8,29,6.1,C++,BSD-3-Clause,56,0,訊號完整,
jasonwong1991/WonderBox,176,8,3,58.7,Swift,MIT,143,0,訊號完整,
nahrek/polyledger,623,110,21,29.7,Python,MIT,127,0,訊號完整,
BoardUI/boardui,522,58,22,23.7,TypeScript,MIT,149,0,訊號完整,
kunchenguid/compact-adviser,183,18,6,30.5,TypeScript,MIT,66,0,訊號完整,
AlephAITech/DoubaoWorkGuide,183,21,23,8.0,JavaScript,MIT,49,0,訊號完整,
Matthew0822/ToolReplay,183,21,9,20.3,Python,MIT,135,0,訊號完整,
ArasTey/ArasClient,182,216,28,6.5,Kotlin,GPL-3.0,122,0,訊號完整,
huang-sh/PiX,182,11,19,9.6,TypeScript,MPL-2.0,99,0,訊號完整,
yudaprasetya007/routeVSCODE,181,0,13,13.9,JavaScript,MIT,89,0,訊號完整,
liyupi/ai-model-world,181,31,6,30.2,TypeScript,MIT,225,0,訊號完整,
leopard627/fire-your-seo-agency,559,130,28,20.0,Python,MIT,157,0,訊號完整,
thisisgm/flea,554,63,21,26.4,Shell,MIT,84,0,訊號完整,
letorig/video-generator-client,545,86,9,60.6,Python,MIT,107,0,訊號完整,
viettranx/3dviz-pro-max,536,71,13,41.2,JavaScript,MIT,203,0,訊號完整,
lingxuanqjc-alt/note-bridge-desktop,533,30,15,35.5,Python,MIT,47,0,訊號完整,
lingyired/status-trio,532,27,11,48.4,Swift,Apache-2.0,201,0,訊號完整,
unicodef1wn/grokbot-field-notes,528,72,5,105.6,Python,MIT,132,0,訊號完整,
ARahim3/kaggle-tpu-lab,522,69,23,22.7,Python,MIT,222,0,訊號完整,
nhovongoc0-max/meme-radar,436,182,12,36.3,JavaScript,AGPL-3.0,34,0,訊號完整,
yyh-001/DSH-X,436,15,20,21.8,JavaScript,MIT,115,0,訊號完整,
qiz029/dscode,425,1,12,35.4,JavaScript,MIT,115,0,訊號完整,
lgse/strata,518,52,26,19.9,Rust,MIT,45,0,訊號完整,
PhiloLabs/fable51-worlds,513,32,21,24.4,JavaScript,MIT,31,0,訊號完整,
omacom/try-omarchy-windows,471,50,26,18.1,Go,MIT,48,0,訊號完整,
pax-beehive/dsh-hub-cli,464,2,29,16.0,TypeScript,MIT,74,0,訊號完整,
kevinzakka/mjbatch,563,58,13,43.3,Python,Apache-2.0,79,0,訊號完整,
happy666End/MenuBarHider,171,0,5,34.2,Swift,MIT,80,0,訊號完整,
Cleverfuxaqo1668/Polymarket-Telegram-Bot,170,135,27,6.3,JavaScript,MIT,47,0,訊號完整,
opencoredev/social-sdk,170,13,15,11.3,TypeScript,MIT,143,0,訊號完整,
rhevorn/confetti,169,0,27,6.3,TypeScript,MIT,135,0,訊號完整,
anmolkapil/plexo,949,87,8,118.6,TypeScript,MIT,72,0,訊號完整,
awlevin/typesafe-computer-use,939,76,7,134.1,Python,MIT,108,0,訊號完整,
kharmanskyi/open-steps,902,87,29,31.1,Shell,MIT,131,0,訊號完整,
OpenWAM-Official/OpenWAM,872,44,17,51.3,Python,Apache-2.0,114,0,訊號完整,
hkqr/my-free-code,641,212,27,23.7,Python,MIT,162,0,訊號完整,
pictaria-ai/pictaria-server,175,4,25,7.0,JavaScript,AGPL-3.0,320,0,訊號完整,
lakeday-org/perch,174,14,7,24.9,JavaScript,MIT,30,0,訊號完整,
jianruntech/geo-score,173,2,15,11.5,Python,MIT,117,0,訊號完整,
hirotomasato/yowes,172,69,4,43.0,Python,MIT,92,0,訊號完整,
Vuk97/forward-implementation-first,172,4,25,6.9,Shell,MIT,198,0,訊號完整,
RomanSlack/jev-drone,172,21,7,24.6,Python,MIT,102,0,訊號完整,
zhaoyuxiangyyds-lab/AnyDoor,171,16,6,28.5,Java,MIT,174,0,訊號完整,
Kizzuwatnaa/DLSS5-Autopilot,748,36,23,32.5,Python,MIT,334,0,訊號完整,
aizhimou/javranking-extension,748,50,16,46.8,TypeScript,MIT,44,0,訊號完整,
incoai/splash,721,71,5,144.2,Python,Apache-2.0,67,0,訊號完整,
kyky2347/ALTA,710,84,27,26.3,Python,Apache-2.0,192,0,訊號完整,
saragordic/window-sweaters,695,21,8,86.9,C,GPL-3.0,66,0,訊號完整,
wilsjo2/OptiScaler-DLSSNR-PreSR-Multipass,691,48,18,38.4,C++,GPL-3.0,113,0,訊號完整,
pallavi-shekhar/ai-engineering-interview-questions-company-wise,646,44,4,161.5,Markdown,Apache-2.0,91,0,訊號完整,
ethanplusai/astra-flash-orchestrator,641,54,6,106.8,Python,MIT,144,0,訊號完整,
MrTangLuyao/Bilibili-thread-ripper,623,19,27,23.1,JavaScript,MIT,21,0,訊號完整,
mouredev/hello-sdd,622,133,27,23.0,Python,Apache-2.0,49,0,訊號完整,
yilujian/easy-writing,618,99,23,26.9,Vue,AGPL-3.0,51,0,訊號完整,
wfzyx/von,614,46,5,122.8,Python,Apache-2.0,115,0,訊號完整,
Qiuner/birdview,606,57,11,55.1,TypeScript,MIT,83,0,訊號完整,
AgriciDaniel/compass,604,80,28,21.6,JavaScript,MIT,150,0,訊號完整,
devagrawal09/jev-review,587,36,7,83.9,TypeScript,MIT,74,0,訊號完整,
henryzawadzki6542/cloudflare-turnstile-bypass,582,36,15,38.8,Python,MIT,171,0,訊號完整,
casatrickdev/robinhood-trading-tools,158,1,16,9.9,TypeScript,MIT,154,0,訊號完整,
aleksandr-alhoff/seo-landing,158,13,26,6.1,HTML,MIT,344,0,訊號完整,
fzakaria/trynix,157,3,19,8.3,JavaScript,MIT,52,0,訊號完整,
maiphucgiang/codebuddy2api,156,41,13,12.0,Python,MIT,53,0,訊號完整,
a1exsun/dsh-council,156,13,24,6.5,TypeScript,MIT,121,0,訊號完整,
GeminiLight/SocialCoach,155,24,20,7.8,TypeScript,Apache-2.0,127,0,訊號完整,
ShizCalev/MGSPatriotFix,155,8,27,5.7,C++,MIT,108,0,訊號完整,
aaronyi97/wedding-video-guided-wizard,226,50,13,17.4,Python,MIT,64,0,訊號完整,
thecynetx/nyx,149,488,29,5.1,TypeScript,MIT,130,0,訊號完整,
qingjian-team/qingjian,1672,155,16,104.5,Rust,GPL-3.0,43,0,訊號完整,
cbrock84/headcount,1658,246,26,63.8,Markdown,MIT,204,0,訊號完整,
Git-Agni/prod-FARM-IOS-Core,1557,293,27,57.7,TypeScript,Apache-2.0,171,0,訊號完整,
Chuloo/mural,1477,293,11,134.3,Kotlin,MIT,100,0,訊號完整,
adtexterry-lgtm/unigit-ecosystem,1320,45,21,62.9,JavaScript,MIT,68,0,訊號完整,
ZJU-REAL/Easel,1319,192,26,50.7,Python,Apache-2.0,246,0,訊號完整,
danielroe/airspace,158,6,12,13.2,TypeScript,MIT,30,0,訊號完整,
ZSeven-W/rish-app,146,16,29,5.0,Objective-C++,MIT,169,0,訊號完整,
skydoves/nowinandroid-kmp,144,7,15,9.6,Kotlin,Apache-2.0,91,0,訊號完整,
2akouwu/reverify,1246,239,23,54.2,Python,MIT,237,0,訊號完整,
MetaMask-AI/metamask-desktop,1235,91,26,47.5,CSS,MIT,82,0,訊號完整,
unstablebuild/rune,1104,88,13,84.9,Go,GPL-3.0,36,0,訊號完整,
sumimakito/Mac-Duo,1098,80,13,84.5,Swift,Apache-2.0,59,0,訊號完整,
flectar/mail,1049,70,20,52.5,Rust,AGPL-3.0,125,0,訊號完整,
amap-cvlab/ABot-Recon,1011,64,27,37.4,Python,Apache-2.0,120,0,訊號完整,
OthmaneBlial/MobaRust,140,11,25,5.6,Rust,Apache-2.0,148,0,訊號完整,
lordx64/phantom-kv,148,23,6,24.7,Python,MIT,123,0,訊號完整,
lantunnel/lantunnel,148,9,20,7.4,Rust,Apache-2.0,143,0,訊號完整,
2600th/dlss5-video-player,147,13,22,6.7,C++,MIT,259,0,訊號完整,
r1c7/CluxMate,146,1,29,5.0,Python,MIT,250,0,訊號完整,
Sreehari05055/thesys-core,146,18,19,7.7,TypeScript,AGPL-3.0,167,0,訊號完整,
wemux-ai/wemux,146,39,29,5.0,TypeScript,Apache-2.0,85,0,訊號完整,
chadhurley25075-png/pd-bridge,146,13,17,8.6,Python,Apache-2.0,134,0,訊號完整,
evangelosvlachos96-dotcom/booking-microservices,218,2,18,12.1,C#,MIT,177,0,訊號完整,
Gen-Verse/Recuris,217,29,29,7.5,Python,Apache-2.0,80,0,訊號完整,
xiaopu-ai/TO-DO-Panel,216,36,28,7.7,JavaScript,MIT,43,0,訊號完整,
itzender5820/mousiki,214,16,15,14.3,C++,Apache-2.0,72,0,訊號完整,
nMaas8388/github-ranking-audit,212,13,6,35.3,Python,MIT,122,0,訊號完整,
openshaders/openshaders,250,11,17,14.7,Unknown,MIT,52,0,訊號完整,
oriveo/oriveo,250,4,20,12.5,Swift,AGPL-3.0,340,0,訊號完整,
ResistanceTo/MiniWatts,249,9,13,19.2,Swift,Apache-2.0,184,0,訊號完整,
andreumassanet/impasto,232,14,29,8.0,QML,GPL-3.0,133,0,訊號完整,
CassowaryDevelop/HelixEdit,221,47,1,221.0,Rust,MIT,50,0,訊號完整,
Behemothlyaoscillate/RustDeskPro,221,47,1,221.0,Rust,MIT,43,0,訊號完整,
AvenueSnowStep/ClaudePanel,221,48,1,221.0,Rust,MIT,54,0,訊號完整,
NiazMorshed2007/jev-review,219,20,6,36.5,TypeScript,MIT,98,0,訊號完整,
MoshiurRahmanAdib/Conflux-Icon-Theme,219,2,15,14.6,Python,GPL-3.0,93,0,訊號完整,
Frankweb33/flybrain-robot-bridge,219,37,9,24.3,Python,MIT,164,0,訊號完整,
monitor-probe/monitor,218,39,27,8.1,Rust,MIT,40,0,訊號完整,
BricklayerSurmount/DockForge,222,47,1,222.0,Rust,MIT,54,0,訊號完整,
centralcashierboost/ZedLite,222,47,1,222.0,Unknown,MIT,56,0,訊號完整,
furkan-bayrak/lg-tv-blocklist,221,5,14,15.8,Python,CC-BY-4.0,97,0,訊號完整,
MirroS-Lab/S-Space,238,4,17,14.0,Python,Apache-2.0,57,0,訊號完整,
hsandhu/mobilecode,238,28,18,13.2,TypeScript,MIT,82,0,訊號完整,
logan-markewich/jeff,238,18,4,59.5,Python,MIT,75,0,訊號完整,
Claude-Reverser/Ambient,233,8,10,23.3,Swift,MIT,94,0,訊號完整,
rokbenko/quackd,233,24,26,9.0,Python,Apache-2.0,350,0,訊號完整,
ra2-games/ra2,225,29,11,20.5,TypeScript,GPL-3.0,58,0,訊號完整,
SpikeCalls/FlyDrones,225,51,8,28.1,Python,MIT,138,0,訊號完整,
hku-sail/StreamPI,224,8,28,8.0,Python,Apache-2.0,82,0,訊號完整,
mahdidavoodi7/react-native-continued-task,224,5,22,10.2,TypeScript,MIT,248,0,訊號完整,
BridgeDruidCompress/TauriKit,223,47,1,223.0,Rust,MIT,53,0,訊號完整,
BufferHerald/WarpLite,223,47,1,223.0,Unknown,MIT,50,0,訊號完整,
AutocratGirder/ClashDesk,223,47,1,223.0,Rust,MIT,56,0,訊號完整,
BinaryDeliverer/CodexDesk,222,48,1,222.0,Rust,MIT,58,0,訊號完整,
